// <item_id>,<show_order>,<rarity>,<skill_A>,<skill_A_Lv_Bonus>,<skill_B>,<skill_B_Lv_Bonus>,<skill_C>,<skill_C_Lv_Bonus>,<HP_exp>,<Atk_exp>,<Def_exp>,<Matk_exp>,<Mdef_exp>,<Hit_exp>,<Flee_exp>,<Efficacy>,<Count>,<HP_Bonus>,<Atk_Bonus>,<Def_Bonus>,<Matk_Bonus>,<Mdef_Bonus>,<Hit_Bonus>,<Flee_Bonus>,<name>
// <物品ID>,<显示顺序>,<稀有度>,<技能A>,<技能A_Lv加成>,<技能B>,<技能B_Lv加成>,<技能C>,<技能C_Lv加成>,<封缄_HP>,<封缄_Atk>,<封缄_Def>,<封缄_Matk>,<封缄_Mdef>,<封缄_Hit>,<封缄_Flee>,<封缄_效果>,<封缄_回数>,<波动_HP>,<波动_Atk>,<波动_Def>,<波动_Matk>,<波动_Mdef>,<波动_Hit>,<波动_Flee>,<名称>
1552,210,R,430,4,430,3,430,2,0,1000,0,1500,0,2000,0,0,0,0,4,0,4,0,0,0,女仆之壶
1553,211,SR,423,4,426,4,506,4,0,1800,0,1800,0,4000,0,0,0,0,0,0,0,0,0,0,EU壶
1554,212,SR,413,9,413,7,413,5,0,2000,0,2500,0,4000,0,0,0,0,6,0,8,0,0,0,传说之壶
1555,213,UR,426,9,426,7,426,5,0,7200,0,9000,0,4000,0,0,0,0,0,0,0,0,0,0,无限之壶
1556,214,SR,423,9,423,7,423,5,0,1500,0,2000,0,1500,0,0,0,0,0,0,0,0,0,0,热腾腾的水壶
1557,215,UR,417,9,417,7,417,5,0,3000,0,6000,0,3000,0,0,0,0,8,0,8,0,0,0,黑女仆的水壶

1599,216,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的烧水壶

1601,217,C,0,0,425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,纳鲁格雷普
1602,218,R,417,3,410,3,409,3,0,1000,0,800,0,3000,0,0,0,0,4,0,3,0,0,0,八咫乌魔枪
1603,219,UC,0,0,425,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,战乙女之枪
1604,220,SR,425,9,425,7,425,5,0,2500,0,2200,0,2000,0,0,0,0,8,0,4,0,0,0,佩尔索亚钢枪
1605,221,UR,408,9,408,7,408,5,0,9500,0,4000,0,4000,0,0,0,0,0,0,0,0,0,0,斯蒂希亚的神枪
1606,222,SR,423,9,423,7,423,5,0,2400,0,2500,0,2000,0,0,0,0,6,0,6,0,0,0,佩尔索亚圣枪
1607,223,UR,408,9,408,7,408,5,0,6500,0,8800,0,4500,0,0,0,0,0,0,0,0,0,0,征炎乙女的炎枪

1649,224,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的枪

1651,225,C,0,0,424,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,圣岚之镰
1652,226,R,423,4,424,4,425,4,0,1000,0,500,0,1500,0,0,0,0,6,0,4,0,0,0,龙牙雷镰
1653,227,UC,0,0,424,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,破灭之镰
1654,228,SR,423,9,423,7,423,5,0,3200,0,2200,0,2500,0,0,0,0,6,0,8,0,0,0,佩尔索亚大镰
1655,229,UR,424,9,424,7,424,5,0,10000,0,3500,0,3000,0,0,0,0,0,0,0,0,0,0,修德鲁姆的雷镰

1699,230,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的镰

1701,231,R,422,9,422,7,422,5,0,3000,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,1t铁球
1702,232,SR,423,9,423,7,423,5,0,7800,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,5t铁球
1703,233,UR,417,9,417,7,417,5,0,11000,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,10t铁球

1711,234,R,424,9,424,7,424,5,0,2000,0,1500,0,1500,0,0,0,0,0,0,0,0,0,0,魔法金属链接剑
1712,235,SR,423,9,423,7,423,5,0,6000,0,3000,0,2000,0,0,0,0,8,0,7,0,0,0,蓝神链接剑
1713,236,UR,425,9,425,7,425,5,0,9000,0,6500,0,2000,0,0,0,0,0,0,0,0,0,0,琳斯链接剑

1721,237,R,431,9,431,7,431,5,0,1500,0,2000,0,1000,0,0,0,0,0,0,0,0,0,0,猫手套
1722,238,SR,427,9,427,7,427,5,0,4000,0,4000,0,7000,0,0,0,0,4,0,4,0,0,0,软绵绵手套
1723,239,UR,417,9,417,7,417,5,0,7500,0,7500,0,10000,0,0,0,0,0,0,0,0,0,0,究极手套

1731,240,R,422,9,422,7,422,5,0,2400,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,炮剑艾贝利贝
1732,241,SR,423,9,423,7,423,5,0,7000,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,炮剑西鲁梅尔
1733,242,UR,417,9,417,7,417,5,0,9900,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,炮剑阿泽弗尔克

1741,243,R,423,7,423,5,423,3,0,2000,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,魔导枪艾利夫
1742,244,SR,423,9,423,7,423,5,0,6500,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,魔导枪利利雷鲁
1743,245,UR,425,9,425,7,425,5,0,9900,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,魔导枪古拉欧斯

1751,246,R,409,7,409,5,409,3,0,2400,0,0,0,500,0,0,0,0,0,0,0,0,0,0,稻拉纳的双剑
1752,247,SR,412,9,412,7,412,5,0,7000,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,利古莱那的双剑
1753,248,UR,417,9,417,7,417,5,0,9900,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,神魔双剑
